Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-05-08,07:00:21,"""CNR2852100""",No Driver Found,"""CID6602629""",Go Sedan,Manesar,Dwarka Sector 21,,,,,,,,,,,,,
2024-12-21,22:14:19,"""CNR3850606""",Completed,"""CID4783495""",Auto,Connaught Place,Kherki Daula Toll,8.5,26.6,,,,,,,319.0,49.25,4.4,4.7,Credit Card
2024-01-14,15:11:57,"""CNR2622520""",Incomplete,"""CID7936811""",Uber XL,Malviya Nagar,Ashok Park Main,8.8,26.5,,,,,1.0,Other Issue,89.0,1.1,,,Debit Card
2024-08-04,18:46:28,"""CNR9853020""",Completed,"""CID8277874""",eBike,Green Park,Mayur Vihar,12.8,33.3,,,,,,,272.0,42.21,4.2,4.2,UPI
2024-06-25,18:09:21,"""CNR1581358""",Cancelled by Driver,"""CID4605369""",Bike,India Gate,Subhash Chowk,5.7,,,,1.0,More than permitted people in there,,,,,,,
2024-06-10,15:26:20,"""CNR1325459""",Completed,"""CID3535694""",Go Mini,Adarsh Nagar,Nirman Vihar,13.4,40.7,,,,,,,334.0,2.76,4.8,4.6,Debit Card
2024-01-23,23:04:54,"""CNR5639719""",No Driver Found,"""CID5946170""",Go Sedan,Badarpur,Greater Kailash,,,,,,,,,,,,,
2024-05-27,17:22:31,"""CNR1812283""",Cancelled by Driver,"""CID6443266""",Auto,Saidulajab,Janakpuri,3.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-31,08:57:19,"""CNR6604020""",Completed,"""CID6114190""",Go Sedan,Bhikaji Cama Place,Khandsa,9.8,32.7,,,,,,,119.0,48.39,4.2,4.2,UPI
2024-01-07,19:22:34,"""CNR5427888""",No Driver Found,"""CID5875933""",Auto,Sarojini Nagar,Moolchand,,,,,,,,,,,,,
2024-04-05,07:45:12,"""CNR6998190""",Cancelled by Driver,"""CID3488716""",eBike,Subhash Chowk,Shastri Park,8.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-24,09:53:02,"""CNR3702459""",Completed,"""CID9987371""",Go Mini,Chhatarpur,Anand Vihar ISBT,10.3,30.6,,,,,,,336.0,19.72,4.2,4.9,Credit Card
2024-12-22,07:16:41,"""CNR2115208""",Cancelled by Driver,"""CID1691072""",Auto,Arjangarh,Punjabi Bagh,6.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-20,10:09:27,"""CNR7445447""",Completed,"""CID3315148""",Go Sedan,Peeragarhi,ITO,11.8,27.6,,,,,,,957.0,43.96,4.2,3.8,Debit Card
2024-06-04,20:05:05,"""CNR5183164""",Completed,"""CID9630089""",Premier Sedan,Netaji Subhash Place,Hauz Khas,7.0,29.5,,,,,,,1276.0,18.47,5.0,4.0,Uber Wallet
2024-12-23,10:02:48,"""CNR4500567""",Completed,"""CID3727463""",Auto,Panchsheel Park,INA Market,4.1,37.8,,,,,,,136.0,23.77,4.9,4.6,UPI
2024-11-16,17:47:21,"""CNR7537629""",Completed,"""CID3544068""",Bike,Golf Course Road,DLF City Court,10.1,15.4,,,,,,,229.0,49.37,4.6,5.0,UPI
2024-11-05,17:18:56,"""CNR3916865""",Completed,"""CID4206178""",Go Sedan,Inderlok,Hero Honda Chowk,6.3,39.0,,,,,,,744.0,17.39,4.1,4.3,Debit Card
2024-06-12,18:50:36,"""CNR5316853""",No Driver Found,"""CID9445050""",Bike,Connaught Place,Chhatarpur,,,,,,,,,,,,,
2024-11-06,18:12:07,"""CNR4024685""",Incomplete,"""CID7364005""",Auto,Munirka,Gurgaon Sector 29,2.6,27.9,,,,,1.0,Other Issue,630.0,19.11,,,UPI
2024-07-07,08:27:07,"""CNR2126817""",Cancelled by Driver,"""CID9950208""",eBike,Janakpuri,Noida Extension,7.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-17,20:35:52,"""CNR1524808""",Completed,"""CID4449726""",Go Mini,Jhilmil,IFFCO Chowk,5.0,21.8,,,,,,,908.0,13.28,4.3,4.9,Credit Card
2024-01-19,22:09:12,"""CNR4924444""",Cancelled by Driver,"""CID1957159""",Go Sedan,Ashok Park Main,Karkarduma,9.7,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-26,14:33:55,"""CNR2253254""",Completed,"""CID2983884""",Premier Sedan,Mehrauli,Palam Vihar,13.3,31.1,,,,,,,304.0,34.93,4.6,4.6,Cash
2024-07-25,09:54:12,"""CNR3206042""",Completed,"""CID2341329""",Premier Sedan,IMT Manesar,Qutub Minar,9.6,22.7,,,,,,,246.0,21.55,4.6,4.6,Cash
2024-10-31,20:38:57,"""CNR9680642""",Completed,"""CID5692233""",Go Sedan,Mundka,Panipat,10.1,24.2,,,,,,,198.0,47.7,3.4,4.3,UPI
2024-07-26,18:51:55,"""CNR7607113""",No Driver Found,"""CID8714694""",Auto,Sadar Bazar Gurgaon,Kirti Nagar,,,,,,,,,,,,,
2024-01-05,18:26:35,"""CNR2352291""",Completed,"""CID7081841""",Bike,New Delhi Railway Station,Green Park,11.2,24.4,,,,,,,390.0,23.14,3.7,4.6,Credit Card
2024-12-18,20:36:17,"""CNR2264858""",Completed,"""CID7443334""",eBike,Govindpuri,Dwarka Mor,11.2,28.4,,,,,,,51.0,8.7,4.1,3.7,Debit Card
2024-01-15,21:28:28,"""CNR5602811""",Cancelled by Customer,"""CID4258439""",Go Mini,Jhilmil,Meerut,16.5,,1.0,Change of plans,,,,,,,,,
2024-01-06,19:06:46,"""CNR9582512""",Completed,"""CID2937884""",Bike,Ashok Park Main,Mayur Vihar,7.6,43.4,,,,,,,592.0,7.53,3.3,4.9,Uber Wallet
2024-01-13,17:16:36,"""CNR8565289""",Cancelled by Customer,"""CID9301791""",Auto,Shahdara,Nehru Place,17.1,,1.0,Wrong Address,,,,,,,,,
2024-12-19,00:44:07,"""CNR6660405""",Cancelled by Driver,"""CID4727135""",Bike,Badarpur,Indraprastha,11.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-12-11,17:46:56,"""CNR4788095""",Completed,"""CID2554206""",Go Mini,Seelampur,Palam Vihar,3.9,27.7,,,,,,,191.0,29.1,4.2,4.3,Credit Card
2024-12-30,16:58:19,"""CNR7502196""",Completed,"""CID7981230""",Go Mini,IGI Airport,Ashok Park Main,9.3,43.2,,,,,,,207.0,15.35,4.1,4.2,UPI
2024-01-26,08:09:40,"""CNR9039838""",No Driver Found,"""CID8188310""",eBike,Adarsh Nagar,Sonipat,,,,,,,,,,,,,
2024-07-14,21:49:02,"""CNR6109827""",Completed,"""CID8613740""",Auto,Jor Bagh,Kirti Nagar,10.7,19.7,,,,,,,365.0,18.11,4.8,4.2,Credit Card
2024-09-01,18:52:54,"""CNR8387381""",Completed,"""CID4569495""",Auto,DLF Phase 3,Anand Vihar ISBT,10.2,24.8,,,,,,,693.0,32.14,4.9,4.2,Debit Card
2024-09-26,14:05:00,"""CNR8079132""",Cancelled by Driver,"""CID6530034""",Bike,Chanakyapuri,Yamuna Bank,11.1,,,,1.0,More than permitted people in there,,,,,,,
2024-08-16,12:20:39,"""CNR7406850""",Incomplete,"""CID5065920""",Auto,Gurgaon Railway Station,Palam Vihar,8.1,11.0,,,,,1.0,Other Issue,695.0,17.96,,,Credit Card
2024-05-24,09:50:23,"""CNR2242588""",No Driver Found,"""CID3661409""",Go Sedan,Munirka,Dwarka Mor,,,,,,,,,,,,,
2024-04-25,19:02:45,"""CNR3232275""",No Driver Found,"""CID3241480""",eBike,Shivaji Park,Green Park,,,,,,,,,,,,,
2024-10-26,17:18:07,"""CNR4774523""",Completed,"""CID5903032""",Go Mini,Panchsheel Park,Meerut,9.7,35.9,,,,,,,65.0,32.45,4.6,4.3,Uber Wallet
2024-12-30,05:27:36,"""CNR8966774""",Completed,"""CID8355967""",Go Sedan,Ghitorni Village,Hero Honda Chowk,13.1,34.7,,,,,,,211.0,47.77,4.5,4.1,UPI
2024-08-11,19:28:15,"""CNR9485378""",No Driver Found,"""CID7599616""",Bike,Barakhamba Road,Kashmere Gate ISBT,,,,,,,,,,,,,
2024-05-03,12:08:31,"""CNR2055252""",Cancelled by Driver,"""CID8529055""",Auto,Subhash Nagar,Sadar Bazar Gurgaon,10.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-09-07,21:51:00,"""CNR2779559""",Cancelled by Customer,"""CID6708581""",eBike,Ardee City,Moti Nagar,19.3,,1.0,Change of plans,,,,,,,,,
2024-06-21,15:52:58,"""CNR4831410""",Completed,"""CID1386436""",Go Mini,Mayur Vihar,Welcome,8.5,42.8,,,,,,,120.0,26.25,4.3,4.6,Debit Card
2024-05-18,22:26:08,"""CNR4997226""",Completed,"""CID5314340""",eBike,IGNOU Road,Jor Bagh,3.3,16.2,,,,,,,1482.0,32.03,4.2,4.3,Uber Wallet
2024-09-29,20:32:39,"""CNR1089075""",Cancelled by Driver,"""CID5158055""",Auto,Panipat,IFFCO Chowk,9.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-30,08:56:55,"""CNR7931040""",Completed,"""CID4726838""",Go Mini,Sultanpur,Moti Nagar,9.6,15.0,,,,,,,81.0,29.77,4.1,4.1,UPI
2024-11-12,17:12:44,"""CNR6108983""",No Driver Found,"""CID6019908""",Auto,DLF Phase 3,Karkarduma,,,,,,,,,,,,,
2024-05-22,16:03:32,"""CNR3531531""",Completed,"""CID6311666""",eBike,Mayur Vihar,Govindpuri,4.7,26.0,,,,,,,1529.0,47.36,3.0,4.7,Credit Card
2024-10-18,09:42:09,"""CNR3062031""",Completed,"""CID6114979""",Go Sedan,Jahangirpuri,Badshahpur,8.5,38.7,,,,,,,597.0,49.31,3.9,4.6,Debit Card
2024-11-12,09:03:03,"""CNR2278922""",Completed,"""CID6095936""",Auto,Manesar,Akshardham,14.6,30.3,,,,,,,118.0,12.4,4.1,5.0,Cash
2024-09-11,18:35:36,"""CNR7400939""",Completed,"""CID1059988""",Bike,Indraprastha,Dwarka Mor,13.8,20.2,,,,,,,269.0,17.44,4.1,4.6,Uber Wallet
2024-11-06,03:12:42,"""CNR8169548""",Completed,"""CID8467531""",Premier Sedan,Panipat,Nawada,8.1,36.6,,,,,,,897.0,45.33,4.3,3.7,UPI
2024-10-06,20:54:18,"""CNR2537347""",Cancelled by Driver,"""CID2532189""",Uber XL,Central Secretariat,Anand Vihar ISBT,11.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-31,18:59:27,"""CNR6024760""",No Driver Found,"""CID3317498""",Auto,Udyog Bhawan,Panipat,,,,,,,,,,,,,
2024-09-28,19:43:21,"""CNR1762309""",Completed,"""CID1386755""",Go Mini,Keshav Puram,Saket A Block,7.4,40.9,,,,,,,200.0,4.32,3.9,4.2,Credit Card
2024-09-04,10:10:47,"""CNR8282543""",Completed,"""CID4138272""",Bike,Model Town,IGI Airport,13.1,40.7,,,,,,,229.0,33.44,3.8,4.5,Debit Card
2024-09-18,17:25:09,"""CNR6109866""",Completed,"""CID8913412""",Uber XL,Shastri Nagar,Okhla,7.3,36.0,,,,,,,730.0,44.71,4.2,4.2,UPI
2024-05-28,11:04:54,"""CNR3532990""",Completed,"""CID4555878""",eBike,Yamuna Bank,Karol Bagh,13.2,36.1,,,,,,,906.0,17.11,4.2,5.0,UPI
2024-08-21,12:02:31,"""CNR7859551""",Cancelled by Driver,"""CID6340559""",Auto,Jor Bagh,Dwarka Mor,9.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-22,19:24:58,"""CNR6838774""",Completed,"""CID5789800""",Go Sedan,Palam Vihar,Akshardham,7.1,35.2,,,,,,,403.0,26.5,4.1,4.9,Credit Card
2024-12-11,18:54:43,"""CNR1565551""",Completed,"""CID9720003""",Go Mini,Hero Honda Chowk,Govindpuri,13.3,43.3,,,,,,,210.0,26.98,4.9,3.2,Cash
2024-10-19,17:49:49,"""CNR2281457""",Completed,"""CID7014667""",Auto,Moolchand,IMT Manesar,4.9,41.0,,,,,,,218.0,33.19,4.3,4.3,UPI
2024-11-25,19:36:49,"""CNR7985530""",Completed,"""CID8873423""",Auto,Patel Chowk,Basai Dhankot,4.5,32.9,,,,,,,201.0,41.73,4.3,4.6,Debit Card
2024-01-22,18:16:20,"""CNR9067614""",No Driver Found,"""CID5456007""",Go Sedan,Govindpuri,Khandsa,,,,,,,,,,,,,
2024-08-28,13:16:39,"""CNR1541719""",Completed,"""CID9726988""",Bike,Seelampur,Munirka,12.4,20.2,,,,,,,1881.0,41.61,4.3,4.6,Uber Wallet
2024-01-04,18:53:27,"""CNR1976978""",Cancelled by Driver,"""CID1807168""",eBike,Jasola,Ashram,3.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-02,07:58:42,"""CNR3622660""",Completed,"""CID4991329""",Premier Sedan,Netaji Subhash Place,Chhatarpur,10.8,44.1,,,,,,,195.0,33.8,4.6,3.8,Credit Card
2024-01-19,22:53:01,"""CNR7767949""",No Driver Found,"""CID3691048""",Bike,Okhla,INA Market,,,,,,,,,,,,,
2024-10-29,20:45:57,"""CNR2566939""",Completed,"""CID7602020""",Auto,IFFCO Chowk,New Delhi Railway Station,14.5,33.2,,,,,,,78.0,36.99,4.2,4.9,UPI
2024-06-08,09:58:08,"""CNR4929334""",Completed,"""CID9222841""",Go Mini,Sadar Bazar Gurgaon,Nawada,12.6,23.9,,,,,,,75.0,39.02,3.8,3.3,Uber Wallet
2024-12-23,19:45:33,"""CNR9020296""",Completed,"""CID4168822""",Go Mini,India Gate,Panipat,7.0,24.3,,,,,,,155.0,32.87,4.3,4.2,UPI
2024-10-30,18:56:29,"""CNR7781756""",Completed,"""CID2888629""",Auto,New Delhi Railway Station,Hauz Khas,12.8,22.5,,,,,,,395.0,21.72,4.3,4.7,UPI
2024-03-17,07:07:03,"""CNR6927624""",Completed,"""CID9171863""",Bike,Model Town,Kirti Nagar,13.1,41.8,,,,,,,154.0,40.2,5.0,4.5,Debit Card
2024-05-17,10:21:02,"""CNR2311420""",No Driver Found,"""CID7168088""",Go Sedan,Ambience Mall,Arjangarh,,,,,,,,,,,,,
2024-10-16,18:15:53,"""CNR5237182""",Completed,"""CID8696129""",Premier Sedan,Chirag Delhi,Moolchand,8.1,30.1,,,,,,,265.0,48.81,4.2,5.0,Uber Wallet
2024-08-19,15:54:19,"""CNR7959075""",Completed,"""CID8096513""",Go Mini,Jahangirpuri,ITO,2.4,16.7,,,,,,,431.0,42.31,3.9,4.2,UPI
2024-04-27,14:21:06,"""CNR3175546""",Completed,"""CID1587581""",Go Sedan,Subhash Chowk,Maidan Garhi,14.8,36.0,,,,,,,326.0,33.97,5.0,4.6,UPI
2024-04-17,18:10:43,"""CNR6842680""",Completed,"""CID4288342""",Go Sedan,Mayur Vihar,AIIMS,10.3,43.4,,,,,,,308.0,2.39,4.1,4.2,UPI
2024-10-27,13:59:08,"""CNR6212647""",Completed,"""CID8688268""",eBike,Netaji Subhash Place,Sikanderpur,9.2,17.1,,,,,,,107.0,43.18,4.1,4.7,UPI
2024-08-13,21:03:40,"""CNR2134549""",Cancelled by Driver,"""CID6127841""",Auto,IIT Delhi,India Gate,3.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-06,22:53:36,"""CNR6858278""",Completed,"""CID5592239""",Auto,Kadarpur,Shivaji Park,4.4,19.2,,,,,,,209.0,26.98,4.2,4.2,Debit Card
2024-08-12,14:18:16,"""CNR8115111""",Completed,"""CID2261520""",Auto,Jama Masjid,Nirman Vihar,5.0,24.7,,,,,,,348.0,13.73,4.7,4.6,Uber Wallet
2024-08-24,15:11:29,"""CNR2050240""",Completed,"""CID5590477""",Bike,Hauz Khas,Gurgaon Railway Station,13.4,42.7,,,,,,,330.0,16.63,4.3,4.3,Credit Card
2024-12-02,07:07:54,"""CNR2703649""",Completed,"""CID6742946""",Premier Sedan,Panchsheel Park,Azadpur,12.3,30.7,,,,,,,315.0,39.91,3.8,4.8,UPI
2024-07-28,23:34:42,"""CNR1938591""",Cancelled by Driver,"""CID8655574""",Uber XL,Adarsh Nagar,Mansarovar Park,3.6,,,,1.0,More than permitted people in there,,,,,,,
2024-12-30,19:58:07,"""CNR6871334""",Completed,"""CID8475877""",Auto,Barakhamba Road,Kirti Nagar,6.0,39.3,,,,,,,283.0,30.16,4.3,3.5,UPI
2024-08-03,13:02:01,"""CNR4827751""",No Driver Found,"""CID9482925""",Go Sedan,Saket A Block,Hero Honda Chowk,,,,,,,,,,,,,
2024-04-01,21:44:53,"""CNR1770269""",Completed,"""CID3104959""",eBike,Munirka,Jhilmil,12.0,39.5,,,,,,,71.0,18.85,4.6,4.7,Credit Card
2024-04-07,18:39:31,"""CNR2149266""",Incomplete,"""CID5619692""",Go Mini,Indraprastha,Ashok Park Main,5.3,22.2,,,,,1.0,Other Issue,884.0,2.43,,,Debit Card
2024-11-13,20:33:04,"""CNR7847456""",Completed,"""CID6293234""",Go Sedan,Subhash Chowk,Madipur,2.8,43.2,,,,,,,295.0,9.76,3.8,3.8,Uber Wallet
2024-10-25,16:15:30,"""CNR7479440""",No Driver Found,"""CID2013895""",eBike,IFFCO Chowk,Gurgaon Railway Station,,,,,,,,,,,,,
2024-09-28,18:22:04,"""CNR6687915""",Incomplete,"""CID5086844""",Go Mini,Shastri Nagar,IGNOU Road,2.4,18.0,,,,,1.0,Vehicle Breakdown,623.0,10.46,,,Cash
2024-01-25,18:02:18,"""CNR8539316""",Completed,"""CID5799834""",eBike,Dwarka Mor,Panchsheel Park,10.0,15.4,,,,,,,199.0,48.18,4.8,4.5,Credit Card
2024-01-25,20:26:31,"""CNR6830642""",Cancelled by Customer,"""CID6826714""",Auto,Welcome,Green Park,12.5,,1.0,Wrong Address,,,,,,,,,
2024-12-30,20:56:57,"""CNR1890169""",Completed,"""CID1762360""",Bike,Hauz Khas,Green Park,12.6,43.7,,,,,,,538.0,12.58,4.5,4.1,Uber Wallet
2024-03-29,12:32:24,"""CNR2458222""",No Driver Found,"""CID1269558""",Go Sedan,Ashram,India Gate,,,,,,,,,,,,,
2024-04-15,22:11:28,"""CNR2149497""",Completed,"""CID3785108""",Auto,Kashmere Gate ISBT,Nehru Place,11.0,24.8,,,,,,,310.0,4.78,4.9,4.3,Credit Card
2024-02-06,06:44:23,"""CNR3573507""",Completed,"""CID2682875""",eBike,Sadar Bazar Gurgaon,Gwal Pahari,6.9,41.3,,,,,,,415.0,47.54,4.6,4.2,Debit Card
2024-12-22,10:00:19,"""CNR5548185""",Completed,"""CID7997594""",Go Mini,Saket A Block,Netaji Subhash Place,10.0,21.2,,,,,,,398.0,38.04,3.3,5.0,UPI
2024-08-29,15:04:09,"""CNR1795095""",Cancelled by Driver,"""CID2288558""",Auto,Mundka,Adarsh Nagar,9.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-10,08:51:49,"""CNR9662731""",Completed,"""CID8702625""",Go Sedan,Seelampur,New Colony,4.1,39.7,,,,,,,1334.0,14.88,4.6,4.9,Cash
2024-01-08,19:25:20,"""CNR5634855""",Cancelled by Customer,"""CID3368899""",eBike,Panchsheel Park,Central Secretariat,7.7,,1.0,Wrong Address,,,,,,,,,
2024-01-04,04:23:59,"""CNR1146335""",Completed,"""CID6993053""",Auto,Jama Masjid,Cyber Hub,5.7,33.8,,,,,,,457.0,33.08,4.2,4.0,Cash
2024-10-31,19:57:16,"""CNR8352535""",Completed,"""CID7357801""",Go Sedan,Kherki Daula Toll,Dilshad Garden,8.5,24.1,,,,,,,585.0,5.56,3.3,4.3,UPI
2024-10-12,11:36:01,"""CNR2809557""",No Driver Found,"""CID4957485""",Auto,Peeragarhi,Govindpuri,,,,,,,,,,,,,
2024-11-18,13:58:58,"""CNR3306986""",Completed,"""CID3833783""",eBike,Chhatarpur,Saket A Block,6.3,38.3,,,,,,,395.0,21.9,4.6,4.9,Credit Card
2024-06-18,13:28:04,"""CNR9114830""",Completed,"""CID9945329""",Go Mini,Greater Noida,Ambience Mall,9.3,31.8,,,,,,,66.0,18.09,3.9,3.7,Cash
2024-05-21,17:35:35,"""CNR7995659""",Completed,"""CID9765680""",Go Sedan,Janakpuri,Green Park,11.4,36.3,,,,,,,194.0,41.6,3.8,4.2,Uber Wallet
2024-09-08,10:09:03,"""CNR5280441""",Incomplete,"""CID6873401""",Premier Sedan,Munirka,Netaji Subhash Place,9.2,11.6,,,,,1.0,Other Issue,467.0,5.22,,,Cash
2024-04-18,17:00:30,"""CNR3449847""",Completed,"""CID6108065""",Go Sedan,Shivaji Park,Karol Bagh,11.3,29.5,,,,,,,497.0,28.9,4.2,4.6,Cash
2024-10-30,17:56:28,"""CNR9030964""",Completed,"""CID9324590""",Go Sedan,Bahadurgarh,Sonipat,10.6,35.1,,,,,,,310.0,49.05,3.8,4.6,UPI
2024-09-12,20:22:51,"""CNR8387288""",Completed,"""CID2469121""",eBike,Khan Market,IIT Delhi,7.4,30.7,,,,,,,205.0,27.9,4.7,4.2,Debit Card
2024-06-18,18:50:10,"""CNR3784972""",No Driver Found,"""CID9089535""",Auto,Hauz Khas,IGNOU Road,,,,,,,,,,,,,
2024-08-09,12:17:26,"""CNR2204519""",Completed,"""CID7570527""",Auto,Delhi Gate,Aya Nagar,11.3,22.6,,,,,,,218.0,22.12,4.3,3.9,Credit Card
2024-09-24,13:34:46,"""CNR6766846""",Completed,"""CID4267815""",Bike,Dwarka Sector 21,Ardee City,10.3,26.6,,,,,,,1125.0,39.45,3.9,4.3,Uber Wallet
2024-04-16,21:09:42,"""CNR8887764""",Completed,"""CID4620106""",Bike,Chirag Delhi,Peeragarhi,6.8,36.1,,,,,,,207.0,19.1,4.4,4.4,UPI
2024-04-22,05:28:30,"""CNR3985396""",Completed,"""CID6283949""",Go Mini,Nawada,Subhash Chowk,9.4,16.9,,,,,,,477.0,39.35,4.6,4.3,Uber Wallet
2024-11-09,20:50:18,"""CNR1809683""",No Driver Found,"""CID8465051""",eBike,Moti Nagar,Old Gurgaon,,,,,,,,,,,,,
2024-02-24,08:58:41,"""CNR3683447""",Completed,"""CID5203974""",Go Sedan,Golf Course Road,Anand Vihar ISBT,13.5,31.1,,,,,,,368.0,35.37,4.7,3.6,UPI
2024-12-28,09:35:57,"""CNR6002740""",Completed,"""CID5009356""",Uber XL,Barakhamba Road,Karkarduma,3.1,43.9,,,,,,,130.0,37.94,4.6,4.6,Credit Card
2024-08-29,19:34:57,"""CNR6418969""",No Driver Found,"""CID5009255""",Auto,Ambience Mall,Mansarovar Park,,,,,,,,,,,,,
2024-09-07,16:14:38,"""CNR6836094""",Completed,"""CID2482438""",Go Mini,Malviya Nagar,Subhash Chowk,12.7,43.4,,,,,,,881.0,3.65,4.5,4.7,Debit Card
2024-10-15,11:48:22,"""CNR5057208""",Cancelled by Driver,"""CID3254454""",Bike,Anand Vihar ISBT,Saket A Block,11.0,,,,1.0,More than permitted people in there,,,,,,,
2024-07-20,04:46:00,"""CNR9931861""",Completed,"""CID2689443""",eBike,Indraprastha,Nawada,5.6,21.0,,,,,,,85.0,42.22,4.6,5.0,UPI
2024-09-22,11:20:10,"""CNR4398143""",Completed,"""CID6481156""",Auto,Ghaziabad,Badarpur,5.8,27.9,,,,,,,707.0,22.57,4.3,3.7,UPI
2024-06-19,21:18:31,"""CNR7130498""",Completed,"""CID3207345""",Go Sedan,GTB Nagar,Samaypur Badli,2.9,25.1,,,,,,,371.0,48.17,4.6,4.6,Credit Card
2024-03-17,19:24:09,"""CNR4550873""",Cancelled by Customer,"""CID7067503""",Auto,Saidulajab,Janakpuri,18.4,,1.0,AC is not working,,,,,,,,,
2024-06-19,18:17:06,"""CNR1688464""",Completed,"""CID5837231""",Uber XL,Ashok Park Main,Huda City Centre,9.2,15.3,,,,,,,183.0,34.26,4.9,4.9,UPI
2024-12-19,18:27:34,"""CNR6524355""",Completed,"""CID4123302""",Bike,Sohna Road,Gurgaon Sector 56,8.4,31.4,,,,,,,479.0,28.75,3.1,4.3,UPI
2024-12-18,01:56:20,"""CNR7563431""",No Driver Found,"""CID8597182""",Go Mini,Nawada,Madipur,,,,,,,,,,,,,
2024-09-08,08:59:33,"""CNR7257749""",No Driver Found,"""CID3996505""",eBike,Karkarduma,Shivaji Park,,,,,,,,,,,,,
2024-04-06,17:46:39,"""CNR7711147""",Completed,"""CID9363660""",Auto,IFFCO Chowk,Nehru Place,13.8,17.9,,,,,,,430.0,40.51,4.4,3.9,Debit Card
2024-12-17,17:03:46,"""CNR3876573""",Completed,"""CID6227695""",Premier Sedan,Ardee City,Huda City Centre,12.1,33.1,,,,,,,2312.0,8.19,4.2,4.7,Cash
2024-12-28,14:27:44,"""CNR6991523""",Completed,"""CID4475516""",Go Sedan,Central Secretariat,Greater Kailash,6.0,23.4,,,,,,,497.0,11.27,4.2,3.8,Uber Wallet
2024-02-10,14:56:37,"""CNR1702493""",Completed,"""CID9952106""",eBike,Netaji Subhash Place,Panchsheel Park,8.3,24.5,,,,,,,119.0,10.25,3.2,3.5,UPI
2024-10-30,18:56:59,"""CNR7426878""",Completed,"""CID5458133""",Auto,Jor Bagh,Saket A Block,6.4,23.2,,,,,,,1303.0,28.1,4.1,4.7,Debit Card
2024-03-01,17:32:00,"""CNR9026848""",Incomplete,"""CID1603467""",Go Sedan,Huda City Centre,Chandni Chowk,8.9,16.0,,,,,1.0,Other Issue,453.0,18.55,,,Uber Wallet
2024-07-09,17:31:40,"""CNR8118853""",No Driver Found,"""CID2176357""",Bike,Mansarovar Park,Patel Chowk,,,,,,,,,,,,,
2024-08-26,20:00:50,"""CNR8477818""",Completed,"""CID9542291""",eBike,Kirti Nagar,Manesar,9.0,31.7,,,,,,,323.0,21.68,3.9,4.2,UPI
2024-11-25,20:57:31,"""CNR8211930""",Completed,"""CID3458165""",Auto,Aya Nagar,Yamuna Bank,7.9,32.7,,,,,,,972.0,16.26,5.0,4.4,Credit Card
2024-12-17,11:45:25,"""CNR9427592""",Cancelled by Driver,"""CID3055953""",Go Mini,Gwal Pahari,Saidulajab,11.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-12-15,15:22:08,"""CNR9600226""",Completed,"""CID1763543""",Go Mini,Inderlok,Ashram,12.3,33.0,,,,,,,549.0,37.53,4.4,4.6,UPI
2024-08-27,17:39:07,"""CNR2345207""",Completed,"""CID6357228""",Auto,Janakpuri,IGNOU Road,6.9,24.2,,,,,,,612.0,4.15,4.6,4.4,Debit Card
2024-11-27,15:36:59,"""CNR8566832""",Completed,"""CID9594392""",Go Mini,Botanical Garden,Govindpuri,8.7,22.0,,,,,,,309.0,24.96,4.9,4.3,UPI
2024-05-18,11:07:18,"""CNR1897624""",No Driver Found,"""CID3429559""",Auto,Sonipat,Kirti Nagar,,,,,,,,,,,,,
2024-01-03,16:08:52,"""CNR5277525""",Cancelled by Customer,"""CID4858248""",eBike,Indirapuram,Chhatarpur,14.6,,1.0,AC is not working,,,,,,,,,
2024-09-05,21:44:20,"""CNR2480080""",Cancelled by Customer,"""CID1078881""",Auto,New Delhi Railway Station,Mansarovar Park,12.6,,1.0,Change of plans,,,,,,,,,
2024-01-25,18:33:52,"""CNR2482586""",Incomplete,"""CID8083704""",Go Mini,Connaught Place,Cyber Hub,7.2,18.0,,,,,1.0,Other Issue,244.0,10.37,,,Credit Card
2024-02-10,11:28:30,"""CNR2488685""",Completed,"""CID1661907""",Premier Sedan,Shivaji Park,Panchsheel Park,14.6,39.1,,,,,,,246.0,20.79,4.8,4.3,UPI
2024-12-04,15:21:26,"""CNR8063981""",Cancelled by Driver,"""CID4976020""",Go Mini,Karol Bagh,Dilshad Garden,9.5,,,,1.0,The customer was coughing/sick,,,,,,,
